Title,URL,Status,Last Activity,First Opened,Favicon,Window ID,Tab ID
"Sign in - Google Accounts","https://accounts.google.com/o/oauth2/v2/auth/oauthchooseaccount?client_id=280951542138-r7h1ksj23kps66ri9j7dpc1cfks39ggv.apps.googleusercontent.com&scope=openid%20profile%20email&response_type=code&redirect_uri=https%3A%2F%2Fwww.kaggle.com%2Fsignin-google&code_challenge=ou5WX6xFOlGNmUSGMH549frKffkB1_UgvNqeubSktZo&code_challenge_method=S256&state=CfDJ8IaGWDgvvrBFtGGva9hUIY4PR2PxiwwqDp7XhTNqVBh6gUm6pXpb7Q7gFpaPPZ25dXK6zPmIMnyN-cZYfFiEQZRFtgB_ZyMWFlQ_Od1imHHGjeJgSc4uUXjqd6WC334-hqfH3uO9KctlRk7JcTCEad1uo-T-KbQfZKZNIwGIj8VmegRIja8nagjTtkFj00UE8Eo1nCtvTzeLDvuxM1T_BGJDMx56P-MpeEKg4_Rya0ora0l--7-3cTv1KE6DTO2-F9mraCY5_PgW926SnMIiBS-SAi58gYEGVUedq2xTcJdtr9-T2yN8gHn-hUS5rFPTBUBkW8vr12mTN2vnTJFA87ymWtF1qD1tw4Mvdo_-BGgmotNUitS6iTZyaVmFmGPXoDJ52h19Fg0KwEBVuVqyWboMELPiJYkt9SY2Vhoe6JFEKaUMUEdp5Us&service=lso&o2v=2&flowName=GeneralOAuthFlow","Closed","10/28/2025, 13:36:13","10/28/2025, 13:36:11","https://www.google.com/favicon.ico","",""
"Sign in – Google accounts","https://accounts.google.com/signin/oauth/id?authuser=0&part=AJi8hAN6JaAlpw2mRow1xowIgBpePgbHXo9krsN0nTgnnF1nmaB3Ie8RRDIKjmhONr2lZk4r7l1-t5_ciRw2erQR-bnIIcl3LM5L-1seAqNMvNeCJ6dfSFiHXVkfeoF-3B-ooBNxguqqoT2rAxIfctYGRlrVq8oo-UfUqcV5Mc6rCkyOb__l1r3DSId_XlVQIqFVUc-ygJBhTIobd2bEpr123ElTzbLS_k9i0F0ZAhZuAKh2WMp1tLWRPnyBagv2VU40IbrchzsvorZYigYmLDwoPRniqutqYRg6qe_Wgk1srj5EiH9LExdPOsxiMnkwUpqrKynfqOhtjhV_mturINDDUh-DryM9fHkjm4C9GZW1An1SibSBt4AFHdlss5LnTce3AGUmymcjaoG8JAzd8DdDz9gvJUiDeiubJTzbu9hcvrJnPpCBHDFnag7_LiI6Z3vK5rAtRS3QfuRGEkz_0PTRTgDw3lgCSoG54OZQkJpKEvKo6CtxuFrMENiOOdnk5oHhTPc9Jq8z6uPFZWLqUuIerbmUhDlwf2Q5lOYPIwuCRxGQB8G69zjdZTJ-u3C6nY_RIp05nhAc2sn7Wt7tjZqmboePiAwQSZv99TdNDZ2y3155do2kXQp7-N_fBVK5GydXPq-r2gBaE21Emgsng6Bi3fm9Qeuw_risNn3EwkVxV26I12-exhV3-mCFtp5pklTCExvV-3Y_tkmHK2aPpB5vlG9-8ATLRMFd2G8FpONndcabN8N60VZP0Rj_Vx79gCC1CddOPE4erAlWBN5jCYg566Uf570O8gsPqC0hbXYxdFELGZYzeeR2UdW9Z-z4nOl0fHx6v4aFDC1UsJXSV5GHXvQhNbL7sw&flowName=GeneralOAuthFlow&as=S-1121578648%3A1761638749950018&client_id=280951542138-r7h1ksj23kps66ri9j7dpc1cfks39ggv.apps.googleusercontent.com&rapt=AEjHL4Py52zAFIU6T3BlIIctRjX27lzcYDknW8u2eiuME_D4yxTmH-tNH9I4OIrbCYhKJ6hq3tXytcvGF5wtC7n952oXhOviIg#","Closed","10/28/2025, 13:36:16","10/28/2025, 13:36:15","https://accounts.google.com/favicon.ico","",""
"Retail Sales Dataset | Kaggle","https://www.kaggle.com/datasets/mohammadtalib786/retail-sales-dataset/versions/1?resource=download","Closed","10/28/2025, 13:36:20","10/28/2025, 13:36:19","","",""
"Innomatics Research Labs","https://online.innomatics.in/myaccount/#/course/177714/classrecords?class_id=415660&lesson=1883007&section=419210&subject=415660","Closed","10/28/2025, 13:37:13","10/27/2025, 11:38:46","https://dme2wmiz2suov.cloudfront.net/Institution(149)/Logo/573324-Innomatics_research_labs_fevicon_Logo.png","",""
"Correct Python syntax","https://chatgpt.com/c/69006927-06c8-8324-93c8-aebe94b6e7f8","Closed","10/28/2025, 13:37:13","10/28/2025, 12:27:07","https://cdn.oaistatic.com/assets/favicon-l4nq08hd.svg","",""
"Retail Sales Dataset","https://www.kaggle.com/datasets/mohammadtalib786/retail-sales-dataset?resource=download","Closed","10/28/2025, 13:37:13","10/28/2025, 13:36:22","https://www.kaggle.com/static/images/favicon.ico","",""
"Gmail","https://mail.google.com/mail/u/0/","Closed","10/28/2025, 14:31:35","10/28/2025, 14:31:35","https://ssl.gstatic.com/ui/v1/icons/mail/rfr/gmail.ico","",""
"Inbox (6,630) - tejadurga448@gmail.com - Gmail","https://mail.google.com/mail/u/0/#inbox","Closed","10/28/2025, 14:31:44","10/28/2025, 14:31:39","https://ssl.gstatic.com/ui/v1/icons/mail/rfr/gmail.ico","",""
"Opportunities - Instahyre","https://www.instahyre.com/candidate/opportunities/0/?opp_id=5640008165&job_id=397661","Closed","10/28/2025, 14:32:17","10/28/2025, 14:32:14","https://www.instahyre.com/favicon.ico","",""
"Opportunities - Instahyre","https://www.instahyre.com/candidate/opportunities/","Closed","10/28/2025, 14:35:22","10/28/2025, 14:35:21","https://www.instahyre.com/favicon.ico","",""
"Opportunities - Instahyre","https://www.instahyre.com/candidate/opportunities/?matching=true","Closed","10/28/2025, 14:35:22","10/28/2025, 14:32:17","https://www.instahyre.com/favicon.ico","",""
"indeed jobs - Yahoo India Search Results","https://in.search.yahoo.com/search?fr=mcafee&type=G210IN885G91958Mc10b3da41207bf73bd6fe9295163c2bc&p=indeed+jobs","Closed","10/28/2025, 14:39:10","10/28/2025, 14:38:45","https://in.search.yahoo.com/favicon.ico","",""
"7,000 Job Vacancies in Hyderabad, Telangana | Indeed","https://in.indeed.com/l-hyderabad,-telangana-jobs.html","Closed","10/28/2025, 14:39:51","10/28/2025, 14:39:51","","",""
"7,000 Job Vacancies in Hyderabad, Telangana | Indeed","https://in.indeed.com/l-hyderabad,-telangana-jobs.html?vjk=aadd7038a87721df","Closed","10/28/2025, 14:39:57","10/28/2025, 14:39:55","https://in.indeed.com/images/favicon.ico","",""
"Profile - Contact information - Indeed","https://profile.indeed.com/edit/contact","Closed","10/28/2025, 14:41:54","10/28/2025, 14:41:54","https://d2dpn9u6thkht3.cloudfront.net/profile-one-frontend/088ebc97294618082f3dd85bedcaa3148b09164b/buckets/control/static/icons/favicon.svg","",""
"My Indeed Profile","https://profile.indeed.com/?hl=en_IN&co=IN&from=gnav-jobsearch--indeedmobile","Closed","10/28/2025, 14:42:37","10/28/2025, 14:40:45","https://d2dpn9u6thkht3.cloudfront.net/profile-one-frontend/088ebc97294618082f3dd85bedcaa3148b09164b/buckets/control/static/icons/favicon.svg","",""
"Resume Worded - Free instant feedback on your resume and LinkedIn profile","https://resumeworded.com/","Closed","10/28/2025, 14:46:52","10/28/2025, 14:46:48","https://resumeworded.com/favicon.ico","",""
"Sign in - Google Accounts","https://accounts.google.com/o/oauth2/v2/auth?as=Q87-HmT6ggoY0DXCONWpxy8BSwev6LBuPJhcPDP3jns&client_id=807421527147-7ok9nq7cklbjhd8a8hns3lp8e5gtg0ki.apps.googleusercontent.com&scope=openid%20email%20profile&response_type=id_token&gsiwebsdk=gis_attributes&redirect_uri=gis_transform&response_mode=form_post&origin=https%3A%2F%2Fresumeworded.com&display=popup&prompt=select_account&gis_params=ChhodHRwczovL3Jlc3VtZXdvcmRlZC5jb20SDWdpc190cmFuc2Zvcm0YByorUTg3LUhtVDZnZ29ZMERYQ09OV3B4eThCU3dldjZMQnVQSmhjUERQM2puczJIODA3NDIxNTI3MTQ3LTdvazlucTdja2xiamhkOGE4aG5zM2xwOGU1Z3RnMGtpLmFwcHMuZ29vZ2xldXNlcmNvbnRlbnQuY29tOAFCQDA2MTM1M2FlYmZlNThjYzA5ZjQ0ZTliYTdjYmJmZWEwNWE1MjFiN2ZlMWUwN2MwZjliODcwYjA3YTA2YmZiODY","Closed","10/28/2025, 14:47:09","10/28/2025, 14:47:08","","",""
"Sign in - Google Accounts","https://accounts.google.com/o/oauth2/v2/auth/oauthchooseaccount?as=Q87-HmT6ggoY0DXCONWpxy8BSwev6LBuPJhcPDP3jns&client_id=807421527147-7ok9nq7cklbjhd8a8hns3lp8e5gtg0ki.apps.googleusercontent.com&scope=openid%20email%20profile&response_type=id_token&gsiwebsdk=gis_attributes&redirect_uri=gis_transform&response_mode=form_post&origin=https%3A%2F%2Fresumeworded.com&display=popup&prompt=select_account&gis_params=ChhodHRwczovL3Jlc3VtZXdvcmRlZC5jb20SDWdpc190cmFuc2Zvcm0YByorUTg3LUhtVDZnZ29ZMERYQ09OV3B4eThCU3dldjZMQnVQSmhjUERQM2puczJIODA3NDIxNTI3MTQ3LTdvazlucTdja2xiamhkOGE4aG5zM2xwOGU1Z3RnMGtpLmFwcHMuZ29vZ2xldXNlcmNvbnRlbnQuY29tOAFCQDA2MTM1M2FlYmZlNThjYzA5ZjQ0ZTliYTdjYmJmZWEwNWE1MjFiN2ZlMWUwN2MwZjliODcwYjA3YTA2YmZiODY&service=lso&o2v=1&flowName=GeneralOAuthFlow","Closed","10/28/2025, 14:47:13","10/28/2025, 14:47:12","https://www.google.com/favicon.ico","",""
"Sign in - Google Accounts","https://accounts.google.com/signin/oauth/id?authuser=2&part=AJi8hAOxD7Eyb273quwWAE86KpHtu_m2DhtrAEyP9L2IORZP_9tFZ11ZZjGbsyDzNOF1o6o_3xUuZObeqtBZ_mFOI8PT36UoIvyUbmyyMR3e3oG8yYGwUbTZSW2JnoprdxjFPJt-fSnXa_nCoVBcowuFl9hHO0T-o6NecaalH_ZShGEoJjwJuGfD2j6rNKB_bfQCRd-T6r1TJN-vBjYEdNOkTLmkOIpFvHONH3JZ4ncYfFjsJtFzdObxoCMWENeTVcbIk8IPRWolzgm_W2lejZQr5bGB4IOzgePaDIA0S9jJfx-x7QOx7VyTS6kGR1CpH5GO8tQobpgezNdCasNZg2Kap0Puudrb5ykhSwg7NetIj-ZtHxy5QiEawUh_TyJ-U6Wa4aXdr0WBDSTWTWSdneD4Dlx-T9BzkpXlCtHGYIWOWPG809jNnMoMN7OUeTlLHwCqMQKQMacko8QoJ3-3yBBa34Waz7Hy0zkPobUPIofxcGUo8deOAzuvCPD0V73Bpt5hlvHI71XbKXffogIyMUKT6o8XzIm8CSkgwVv9EGhs4h4Y4cZXT1hXMx0MW5UkP71nTnWrzZANa-2oYvzIXrIbTI7MwWA8W9dpaCOhJAFTu3MtwUeDSH9-7rtm7hw6LWjqBZS4tNHIe3sMwk1YBMGQAOLlY9edfXKTdNEfVSOlUSWADBMBhxl5ejfk5Scd8BHJftTX0bFkTNlnm3DUtVDj-cmiPQLc3_rqf5u_1BqJle2NNzRC6-qlgjT_cohIn3n3nJjC_feDPHbkIGXghS9fHrjQlwpasqhUZntWZn2MfSbOh2_QljZYa3DaRbnB2CqtDPZIcJ2ixpJ3jMCt6TwYH9rS3R_LEzDsxJU4g5t931yRPSV0E-4&flowName=GeneralOAuthFlow&as=Q87-HmT6ggoY0DXCONWpxy8BSwev6LBuPJhcPDP3jns&client_id=807421527147-7ok9nq7cklbjhd8a8hns3lp8e5gtg0ki.apps.googleusercontent.com&rapt=AEjHL4MBlPiOOYaJAb2pQo-_1hHFa7HCZTcfpNeaQqQgX9K1mFdqta0IOtj47AiSM5YkHSKZ_Cn_3pEgEyuwvowWbjiLc1WmVQ#","Closed","10/28/2025, 14:47:17","10/28/2025, 14:47:16","https://accounts.google.com/favicon.ico","",""
"accounts.google.com/signin/oauth/consent?as=Q87-HmT6ggoY0DXCONWpxy8BSwev6LBuPJhcPDP3jns&authuser=2&client_id=807421527147-7ok9nq7cklbjhd8a8hns3lp8e5gtg0ki.apps.googleusercontent.com&flowName=GeneralOAuthFlow&part=AJi8hAOPLVtnkA16rprO70EmbzLGmNL9ZRhDM4AjM5VA2veDtBG-Hnl5L-DfZbDXexNTeT8xQuNx0tlHlrA5NpY1u41RHg7LtwUhqcdM3fRgI6elEEou8VKeEKSc7F69U-wWlQd7o6e1EhCCFh96oMeORI6I-XgPIKs4i2bEzu7KEgTWoFVzaC1vVhyfS-DuwMomcS-TjbQuf4Z2tmpgR9NXuJFewtDkwbf1fakoMicZfL70W8s_ass-zJr3Be5Zv97hrW7YVrBnSDGmUOvWOZunq7Ws2P8PvjmqZ62k6nKpc5-tcoebiImZSDSdvKHMTM3sV1lpNwRlo9GOUn5icwnzKWQpVktp390Pcbwo6Mu-vzGQRP6zDsl36z7MlDY5h0ejmD6vcTd0CKh85Ma2h3tkfyw-4mHsEv7aFZAYlDeNRmBEKRdSQcYOf-61hNukslOi9HkQ-puXVipKFOMi_Ludc2ECO-yA1ah2fW5wupyhNzntBJGYh8dDHsykNmC7T6RFFn3qrNYQY58zW2sKZh6u4LfHfKcy3u2eBHQlHOoLjDDQd4IPKE2XPP9h2B2cDAiK11tUJHTRdFEiaua-JjnDlCJzMSz0kcq_AOncKWo2GxVAsdrsgnrrbb5kmK6k7JbF4ugipaerG5a95B0qDfF-bd-5c6oDZk73RJwoDMBw0sq093yEMn_YWGTmhZhXa1O-qXzqYL2ebiB3nlhbgtJzLN5YCCimjDbuiqFNyXzn7-zEHGUpokKo2ulnNWq4Ns-va0Augnif613EVk295PzzTuf68HRGC25viH-jYzzn0iIfWoproFdaYISFKx3UMUcJQ2i7VWJKoe_8UAwUI47fCiSogC7W937PeHAZ2WvdkZ4kSSPB4Os&rapt=AEjHL4MBlPiOOYaJAb2pQo-_1hHFa7HCZTcfpNeaQqQgX9K1mFdqta0IOtj47AiSM5YkHSKZ_Cn_3pEgEyuwvowWbjiLc1WmVQ&xsrf=AHxBXvJsDqRj8MU9i5QZmDScZNTF%3A1761643017223","https://accounts.google.com/signin/oauth/consent?as=Q87-HmT6ggoY0DXCONWpxy8BSwev6LBuPJhcPDP3jns&authuser=2&client_id=807421527147-7ok9nq7cklbjhd8a8hns3lp8e5gtg0ki.apps.googleusercontent.com&flowName=GeneralOAuthFlow&part=AJi8hAOPLVtnkA16rprO70EmbzLGmNL9ZRhDM4AjM5VA2veDtBG-Hnl5L-DfZbDXexNTeT8xQuNx0tlHlrA5NpY1u41RHg7LtwUhqcdM3fRgI6elEEou8VKeEKSc7F69U-wWlQd7o6e1EhCCFh96oMeORI6I-XgPIKs4i2bEzu7KEgTWoFVzaC1vVhyfS-DuwMomcS-TjbQuf4Z2tmpgR9NXuJFewtDkwbf1fakoMicZfL70W8s_ass-zJr3Be5Zv97hrW7YVrBnSDGmUOvWOZunq7Ws2P8PvjmqZ62k6nKpc5-tcoebiImZSDSdvKHMTM3sV1lpNwRlo9GOUn5icwnzKWQpVktp390Pcbwo6Mu-vzGQRP6zDsl36z7MlDY5h0ejmD6vcTd0CKh85Ma2h3tkfyw-4mHsEv7aFZAYlDeNRmBEKRdSQcYOf-61hNukslOi9HkQ-puXVipKFOMi_Ludc2ECO-yA1ah2fW5wupyhNzntBJGYh8dDHsykNmC7T6RFFn3qrNYQY58zW2sKZh6u4LfHfKcy3u2eBHQlHOoLjDDQd4IPKE2XPP9h2B2cDAiK11tUJHTRdFEiaua-JjnDlCJzMSz0kcq_AOncKWo2GxVAsdrsgnrrbb5kmK6k7JbF4ugipaerG5a95B0qDfF-bd-5c6oDZk73RJwoDMBw0sq093yEMn_YWGTmhZhXa1O-qXzqYL2ebiB3nlhbgtJzLN5YCCimjDbuiqFNyXzn7-zEHGUpokKo2ulnNWq4Ns-va0Augnif613EVk295PzzTuf68HRGC25viH-jYzzn0iIfWoproFdaYISFKx3UMUcJQ2i7VWJKoe_8UAwUI47fCiSogC7W937PeHAZ2WvdkZ4kSSPB4Os&rapt=AEjHL4MBlPiOOYaJAb2pQo-_1hHFa7HCZTcfpNeaQqQgX9K1mFdqta0IOtj47AiSM5YkHSKZ_Cn_3pEgEyuwvowWbjiLc1WmVQ&xsrf=AHxBXvJsDqRj8MU9i5QZmDScZNTF%3A1761643017223","Closed","10/28/2025, 14:47:33","10/28/2025, 14:47:32","","",""
"Sign In - Google Accounts","https://accounts.google.com/gsi/transform","Closed","10/28/2025, 14:47:33","10/28/2025, 14:47:33","https://accounts.google.com/favicon.ico","",""
"Resume Worded - Login to your Account","https://resumeworded.com/account-login","Closed","10/28/2025, 14:47:34","10/28/2025, 14:47:01","https://resumeworded.com/favicon.ico","",""
"Resume Worded - My Account","https://resumeworded.com/my-home?sign_up_complete=1","Closed","10/28/2025, 14:49:27","10/28/2025, 14:47:37","https://resumeworded.com/favicon.ico","",""
"Resume Worded - Upload your Resume","https://resumeworded.com/upload-resume","Closed","10/28/2025, 14:49:44","10/28/2025, 14:49:43","https://resumeworded.com/favicon.ico","",""
"Loading...","https://resumeworded.com/loading.php","Closed","10/28/2025, 14:49:54","10/28/2025, 14:49:53","https://resumeworded.com/favicon.ico","",""
"Abhijay’s resume ATS prompt - Google Docs","https://docs.google.com/document/d/1PqnVqpum77j_jy9VqhfXfjQBHEO84Qiypha7SR4_NrU/edit?tab=t.0#heading=h.ag824bmlf0jf","Closed","10/28/2025, 14:52:21","10/28/2025, 14:52:10","https://ssl.gstatic.com/docs/documents/images/kix-favicon-2023q4.ico","",""
"Innomatics Research Labs","https://online.innomatics.in/myaccount/#/classes","Closed","10/28/2025, 15:05:56","10/27/2025, 15:04:32","https://dme2wmiz2suov.cloudfront.net/Institution(149)/Logo/573324-Innomatics_research_labs_fevicon_Logo.png","",""
"The AI workspace that works for you. | Notion","https://www.notion.com/","Closed","10/28/2025, 15:37:45","10/28/2025, 15:37:41","https://www.notion.com/front-static/favicon.ico","",""
"Notion","https://www.notion.so/login?from=marketing&pathname=%2F&tid=69c3bb0b30ef46949776918cd176e26f&personalization=%257B%2522business%2522%253A0%252C%2522personal%2522%253A0%252C%2522education%2522%253A0%252C%2522ai%2522%253A0%257D","Closed","10/28/2025, 15:37:50","10/28/2025, 15:37:47","","",""
"Notion","https://www.notion.so/login?from=marketing&pathname=%2F&personalization=%257B%2522business%2522%253A0%252C%2522personal%2522%253A0%252C%2522education%2522%253A0%252C%2522ai%2522%253A0%257D","Closed","10/28/2025, 15:37:51","10/28/2025, 15:37:51","","",""
"notion - Yahoo India Search Results","https://in.search.yahoo.com/search?fr=mcafee&type=G210IN885G91958Mc10b3da41207bf73bd6fe9295163c2bc&p=notion","Closed","10/28/2025, 15:37:51","10/28/2025, 15:37:38","https://in.search.yahoo.com/favicon.ico","",""
"Abhijay’s resume ATS prompt - Google Docs","https://docs.google.com/document/d/1PqnVqpum77j_jy9VqhfXfjQBHEO84Qiypha7SR4_NrU/edit?tab=t.0","Closed","10/28/2025, 15:37:52","10/28/2025, 14:52:50","https://ssl.gstatic.com/docs/documents/images/kix-favicon-2023q4.ico","",""
"Resume Worded - Score My Resume Results","https://resumeworded.com/results-v2.php","Closed","10/28/2025, 15:37:55","10/28/2025, 14:50:02","https://resumeworded.com/favicon.ico","",""
"resume worded - Yahoo India Search Results","https://in.search.yahoo.com/search?fr=mcafee&type=G210IN885G91958Mc10b3da41207bf73bd6fe9295163c2bc&p=resume+worded","Closed","10/28/2025, 15:37:57","10/28/2025, 14:46:39","https://in.search.yahoo.com/favicon.ico","",""
"Jobs, Headhunters and Career Services | JobLeads","https://www.jobleads.com/home","Closed","10/28/2025, 15:37:59","10/28/2025, 14:39:00","https://www.jobleads.com/favicon.ico","",""
"My Indeed Profile","https://profile.indeed.com/qualifications","Closed","10/28/2025, 15:37:59","10/28/2025, 14:44:54","https://d2dpn9u6thkht3.cloudfront.net/profile-one-frontend/088ebc97294618082f3dd85bedcaa3148b09164b/buckets/control/static/icons/favicon.svg","",""
"indeed jobs search - Yahoo India Search Results","https://in.search.yahoo.com/search;_ylt=AwrKBFoKiABpEgIACVK7HAx.;_ylc=X1MDMjExNDcyMzAwMwRfcgMyBGZyA21jYWZlZQRmcjIDc2EtZ3Atc2VhcmNoBGdwcmlkA1hMcmxPb1oyU0RpR2syajBZUldHMUEEbl9yc2x0AzAEbl9zdWdnAzkEb3JpZ2luA2luLnNlYXJjaC55YWhvby5jb20EcG9zAzEEcHFzdHIDaW5kZWVkIGpvYnMgc2VhBHBxc3RybAMxNQRxc3RybAMxOARxdWVyeQNpbmRlZWQlMjBqb2JzJTIwc2VhcmNoBHQ1cG9zAzEEdF9zdG1wAzE3NjE2NDI1NzQEdXNlX2Nhc2UD?p=indeed+jobs+search&fr=mcafee&type=G210IN885G91958Mc10b3da41207bf73bd6fe9295163c2bc&fr2=sa-gp-search","Closed","10/28/2025, 15:38:00","10/28/2025, 14:39:34","https://in.search.yahoo.com/favicon.ico","",""
"Teja Swaroop - Instahyre","https://www.instahyre.com/candidate/profile/","Closed","10/28/2025, 15:38:03","10/28/2025, 14:33:23","https://www.instahyre.com/favicon.ico","",""
"notion.so/verifyNoPopupBlockerHtmlAndRedirect?redirectUri=https%3A%2F%2Fwww.notion.so%2Fgooglepopupredirect%3FcallbackType%3Dpopup%26redirectToAuth%3Dtrue%26requestId%3D47637f12-c178-4627-8b85-7c705a999292","https://www.notion.so/verifyNoPopupBlockerHtmlAndRedirect?redirectUri=https%3A%2F%2Fwww.notion.so%2Fgooglepopupredirect%3FcallbackType%3Dpopup%26redirectToAuth%3Dtrue%26requestId%3D47637f12-c178-4627-8b85-7c705a999292","Closed","10/28/2025, 15:38:09","10/28/2025, 15:38:09","","",""
